study_uid,findings_bertscore_p,findings_bertscore_r,findings_bertscore_f1,impression_bertscore_p,impression_bertscore_r,impression_bertscore_f1
1770,0.8445245623588562,0.7801075577735901,0.8110389709472656,0.860837459564209,0.768310546875,0.811946451663971
1776,0.8789223432540894,0.827133059501648,0.8522416949272156,0.952823281288147,0.9262027740478516,0.9393244385719299
1799,0.8140759468078613,0.8829336166381836,0.8471078276634216,0.8041266202926636,0.8553593158721924,0.8289521336555481
1800,0.8450973033905029,0.82123863697052,0.8329971432685852,0.7560528516769409,0.8224633932113647,0.787861168384552
1812,0.8607250452041626,0.8363350033760071,0.848354697227478,0.9735817909240723,0.9735817909240723,0.9735817909240723
1813,0.869680643081665,0.8764044046401978,0.8730295896530151,0.8205092549324036,0.8680179119110107,0.8435952663421631
1822,0.8512793183326721,0.8190677165985107,0.834863007068634,0.901008129119873,0.9515674710273743,0.9255979061126709
1844,0.8561792373657227,0.8618353009223938,0.8589979410171509,0.8261275291442871,0.8846964836120605,0.8544094562530518
186,0.884128749370575,0.8595316410064697,0.8716566562652588,0.9061058163642883,0.8905359506607056,0.8982533812522888
1883,0.8433716893196106,0.8373528718948364,0.8403514623641968,0.8592534065246582,0.8474564552307129,0.8533141613006592
1884,0.8846702575683594,0.8695510029792786,0.8770455121994019,0.7882073521614075,0.7457529306411743,0.7663926482200623
1894,0.8687007427215576,0.8635082840919495,0.8660967946052551,0.9262027740478516,0.952823281288147,0.9393244385719299
1896,0.8799283504486084,0.8898119926452637,0.884842574596405,0.9662392735481262,0.8216965198516846,0.8881252408027649
